issue_number,title,url,priority,clusters,comments_count,linked_prs,work_area,evidence,wiki_page
19470,[Bug]: qwen2.5vl failed to inference with video input,https://github.com/vllm-project/vllm/issues/19470,15,verification_contract,2,,ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;sampling_logits,";sampling_logits ling_params.py:347] temperature 1e-06 is less than 0.01, which may cause numerical errors nan or inf in tensors. We have maxed it out to 0.01. [2025-06-11 13:20:55] INFO 06-10 22:20:55 [logger.py:39] Received request ch... [Bug]: qwen2.5vl fa...",cases/19xxx/19470-bug-qwen2-5vl-failed-to-inference-with-video-input.md
20440,[Bug]: PD disaggregation using NixlConnector failed with long prompt,https://github.com/vllm-project/vllm/issues/20440,15,prefix_cache_equivalence;kv_identity_concurrency;quant_dtype_semantics;verification_contract;backend_specific_drift,6,,attention_kv_cache;ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;quantization;scheduler_memory,"scheduler_memory ns/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.6%, Prefix cache hit rate: 0.0% INFO 07-03 20:47:23 [loggers.py:118] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 0.0 tokens/s... [Bug]: PD disaggreg...",cases/20xxx/20440-bug-pd-disaggregation-using-nixlconnector-failed-with-long-prompt.md
21433,[Usage]: How to reproduce the results of `vllm` using `transformers`,https://github.com/vllm-project/vllm/issues/21433,15,kv_identity_concurrency;quant_dtype_semantics;verification_contract,5,,ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;sampling_logits;speculative_decoding,"_eager=True ) sampling_params = SamplingParams( max_tokens=100, skip_special_tokens=True, temperature=0.8, top_p=0.95, seed=42 ) outputs = llm.generate( prompts, sampling_params=sampling_params ) generated_texts = [output.outputs[0].text.strip() for output in...",cases/21xxx/21433-usage-how-to-reproduce-the-results-of-vllm-using-transformers.md
22039,[Bug]: Single-Node EP Inference Failure on DeepSeek with PPLX/DeepGEMM Backend,https://github.com/vllm-project/vllm/issues/22039,15,prefix_cache_equivalence;batch_invariance;kv_identity_concurrency;quant_dtype_semantics;verification_contract;backend_specific_drift,3,,attention_kv_cache;ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;moe;quantization;scheduler_memory,"ntization;scheduler_memory s/s, Runni , Waiting: 0 reqs, GPU KV cache usage: 0.5%, Prefix cache hit rate: 0.0% (APIServer pid=59027) INFO 07-31 14:43:15 [loggers.py:123] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: [Bug]: Single...",cases/22xxx/22039-bug-single-node-ep-inference-failure-on-deepseek-with-pplx-deepgemm-ba.md
24256,[RFC]: Add a cache hit threshold to handle Preemptions in PD-Disaggregation and enable lightweight powerful P/D implementations,https://github.com/vllm-project/vllm/issues/24256,15,prefix_cache_equivalence;kv_identity_concurrency;quant_dtype_semantics;verification_contract,5,,,[RFC]: Add a cache hit threshold to handle Preemptions in PD-Disaggregation and enable lightweight powerful P/D implementations [RFC]: Add a cache hit threshold to handle Preemptions in PD-Disaggregation and enable lightweight powerful P/D implementations RFC...,cases/24xxx/24256-rfc-add-a-cache-hit-threshold-to-handle-preemptions-in-pd-disaggregati.md
25209,[Bug]: Low Accuracy for MMLU Pro with DeepSeekR1-FP4,https://github.com/vllm-project/vllm/issues/25209,15,kv_identity_concurrency;quant_dtype_semantics;verification_contract,3,,ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;quantization;sampling_logits;speculative_decoding,[Bug]: Low Accuracy for MMLU Pro with DeepSeekR1-FP4 ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;quantization;sampling_logits;speculative_decoding [Bug]: Low Accuracy for MMLU Pro with DeepSeekR1-FP4 bug;stale ### Your current en...,cases/25xxx/25209-bug-low-accuracy-for-mmlu-pro-with-deepseekr1-fp4.md
26349,[Bug]: Qwen-3-VL-30B-A3B... is realy slow.. in H100,https://github.com/vllm-project/vllm/issues/26349,15,prefix_cache_equivalence;kv_identity_concurrency;quant_dtype_semantics;verification_contract,2,,attention_kv_cache;ci_build;distributed_parallel;frontend_api;gemm_linear;hardware_porting;model_support;sampling_logits;scheduler_memory;speculative_decoding,"ulative_decoding ns/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0% (APIServer pid=19189) INFO: 100.64.0.29:54866 - ""POST /v1/chat/completions HTTP/1.1"" 200 OK (APIServer pid=19189) INFO 10-06... [Bug]: Qwen-3-VL-30B...",cases/26xxx/26349-bug-qwen-3-vl-30b-a3b-is-realy-slow-in-h100.md
27907,[Bug]:  qwen3-omni Crashed when processing with audio,https://github.com/vllm-project/vllm/issues/27907,15,kv_identity_concurrency;quant_dtype_semantics;verification_contract;backend_specific_drift,3,,ci_build;distributed_parallel;frontend_api;model_support;multimodal_vlm;quantization;sampling_logits;scheduler_memory,"scheduler_memory ith a slow processor. This is a breaking change and may produce slightly different outputs. To continue using the slow processor, instantiate this class with `use_fast=False`. Note that this behavior will be extended to... [Bug]: qwen3-omni C...",cases/27xxx/27907-bug-qwen3-omni-crashed-when-processing-with-audio.md
28714,[Bug]: CUDA Illegal Memory Access Error When Sleep Mode is Triggered During Request Processing,https://github.com/vllm-project/vllm/issues/28714,15,quant_dtype_semantics;verification_contract;backend_specific_drift,3,,ci_build;distributed_parallel;frontend_api;model_support;quantization;sampling_logits;scheduler_memory,"s"", model=""qwen3-4b"", prompt=generate_large_prompt(target_length=20000), max_tokens=5000, temperature=0.7, stream=True ) if __name__ == ""__main__"": main() ```",cases/28xxx/28714-bug-cuda-illegal-memory-access-error-when-sleep-mode-is-triggered-duri.md
33448,[Bug]: LoRA MoE Eager Mode Changes Outputs,https://github.com/vllm-project/vllm/issues/33448,15,kernel_autotune_reduction;verification_contract,5,,ci_build;distributed_parallel;frontend_api;gemm_linear;hardware_porting;model_support;moe;sampling_logits;scheduler_memory;speculative_decoding,"ulative_decoding a server with a LoRA MoE adapter in eager mode and non-eager mode, I get different outputs for the prompts. First configuration with CUDA graph capture disable: ```json { ""version"": ""0.2.0"", ""configurations"": [ { ""name""... [Bug]: LoRA MoE Eag...",cases/33xxx/33448-bug-lora-moe-eager-mode-changes-outputs.md
34322,[Bug]: Qwen3-Coder-Next模型结合qwen3_coder这个tool parser时，报错IndexError: list index out of range,https://github.com/vllm-project/vllm/issues/34322,15,prefix_cache_equivalence;kv_identity_concurrency;verification_contract,9,,,"ex out of range s /s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 2.3%, Prefix cache hit rate: 0.0% (APIServer pid=78) ERROR 02-05 08:06:47 [serving_chat.py:1343] Error in chat completion stream generator. (APIServer pid=78)... [Bug]: Qwen3-Coder-Ne...",cases/34xxx/34322-bug-qwen3-coder-next-qwen3-coder-tool-parser-indexerror-list-index-out.md
37075,[RFC]: Opt-in Media URL Cache for `MediaConnector`,https://github.com/vllm-project/vllm/issues/37075,15,prefix_cache_equivalence;verification_contract,8,,ci_build;frontend_api;hardware_porting;model_support;scheduler_memory,";scheduler_memory 2. Check if the file exists on disk before making an HTTP request 3. On cache miss, download as usual and write the result to the cache directory 4. On cache hit, read from disk and skip the HTTP request entirely When *... [RFC]: Opt-in Medi...",cases/37xxx/37075-rfc-opt-in-media-url-cache-for-mediaconnector.md
38717,[Bug]: Bench Serve encounter utf-8 UnicodeDecodeError,https://github.com/vllm-project/vllm/issues/38717,15,batch_invariance;kv_identity_concurrency;quant_dtype_semantics;verification_contract;backend_specific_drift,0,,ci_build;distributed_parallel;frontend_api;gemm_linear;hardware_porting;model_support;quantization;sampling_logits;scheduler_memory;speculative_decoding,"ermined on the server side and can be model/API specific. For the old behavior, include --temperature=0. Starting initial single prompt test run... Skipping endpoint ready check. Starting main benchmark run... Traffic request rate: 1.0 Burstiness factor: 1.0...",cases/38xxx/38717-bug-bench-serve-encounter-utf-8-unicodedecodeerror.md
40173,Automatically select highest priority batch-invariant attention backend,https://github.com/vllm-project/vllm/issues/40173,15,batch_invariance;kernel_autotune_reduction;backend_specific_drift,5,,,"tention backend ing `--attention-backend` (and equivalent CLI/Python flags). However, if batch invariance is enabled (`VLLM_BATCH_INVARIANT=1`), the batch invariant init requires an explicit selection. If nothing is specified, it produ... Automatically select...",cases/40xxx/40173-automatically-select-highest-priority-batch-invariant-attention-backen.md
40624,[Bug]: Gemma4 0% prefix cache hits with hybrid attention + DFlash,https://github.com/vllm-project/vllm/issues/40624,15,prefix_cache_equivalence;kernel_autotune_reduction;kv_identity_concurrency;verification_contract;backend_specific_drift,7,,,[Bug]: Gemma4 0% prefix cache hits with hybrid attention + DFlash [Bug]: Gemma4 0% prefix cache hits with hybrid attention + DFlash bug ### Your current environment ### 🐛 Describe the bug Gemma4 + DFlash speculative decoding produces **0% prefix cache hit rat...,cases/40xxx/40624-bug-gemma4-0-prefix-cache-hits-with-hybrid-attention-dflash.md
41390,[Performance]: Llama-Nemotron embedding is slower than Transformers for offline batch-32 pooling after compile-cache warmup,https://github.com/vllm-project/vllm/issues/41390,15,batch_invariance;quant_dtype_semantics;verification_contract;backend_specific_drift,0,#41678,attention_kv_cache;ci_build;distributed_parallel;frontend_api;gemm_linear;hardware_porting;model_support;sampling_logits;scheduler_memory;speculative_decoding,"eculative_decoding el. The workload is intended to mimic a recall/query embedding path: - deterministic short natural-language queries - `query: ` prefix - batch size 32 - input length around 32 words per query - no OpenAI server, no HTTP... [Performance]: Ll...",cases/41xxx/41390-performance-llama-nemotron-embedding-is-slower-than-transformers-for-o.md
41560,[Bug] turboquant_4bit_nc KV cache fails unify_kv_cache_spec_page_size assertion on hybrid Qwen3_5 (GDN + attention) architecture,https://github.com/vllm-project/vllm/issues/41560,15,kv_identity_concurrency;quant_dtype_semantics,2,,attention_kv_cache;ci_build;hardware_porting;model_support;quantization;scheduler_memory,n;scheduler_memory architecture ## Summary `--kv-cache-dtype turboquant_4bit_nc` causes a deterministic `AssertionError` at engine init when used with hybrid `Qwen3_5ForConditionalGeneration` models (Qwen3.6 27B family). The turboquant pa... [Bug] turboquant_...,cases/41xxx/41560-bug-turboquant-4bit-nc-kv-cache-fails-unify-kv-cache-spec-page-size-as.md
42340,[Bug]: Gemma 4 31B random drops in performance on H200 and B200 with 2 GPUs,https://github.com/vllm-project/vllm/issues/42340,15,prefix_cache_equivalence;kv_identity_concurrency;quant_dtype_semantics;verification_contract,2,,attention_kv_cache;ci_build;distributed_parallel;frontend_api;gemm_linear;hardware_porting;model_support;quantization;sampling_logits;scheduler_memory;speculative_decoding,"ulative_decoding ns/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.3%, Prefix cache hit rate: 89.3%, MM cache hit rate: 76.6% (APIServer pid=434) INFO: 10.129.3.35:52484 - ""POST /v1/chat/completions HTTP/1.1"" 200 OK (APIServ... [Bug]: Gemma 4 31B...",cases/42xxx/42340-bug-gemma-4-31b-random-drops-in-performance-on-h200-and-b200-with-2-gp.md
43626,[Bug]: AssertionError at kv_cache_utils.py:1042 — dense draft model + hybrid-attention main (DeltaNet+SWA) fails in unify_kv_cache_spec_page_size,https://github.com/vllm-project/vllm/issues/43626,15,quant_dtype_semantics,4,,attention_kv_cache;distributed_parallel;hardware_porting;model_support;moe;quantization;speculative_decoding,"eculative_decoding doesn't equal the hybrid main's `max_page_size`. ## Stack trace (live, deterministic across 3 boot attempts) ``` File ""/usr/local/lib/python3.12/site-packages/vllm/v1/worker/gpu_model_runner.py"", line 5951, in profile_c... [Bug]: AssertionE...",cases/43xxx/43626-bug-assertionerror-at-kv-cache-utils-py-1042-dense-draft-model-hybrid-.md
44006,[Bug]: [structured outputs] speculative decoding + `VLLM_ENFORCE_STRICT_TOOL_CALLING=1` failed to advance FSM,https://github.com/vllm-project/vllm/issues/44006,15,quant_dtype_semantics;verification_contract;backend_specific_drift,0,#44392,ci_build;distributed_parallel;frontend_api;gemm_linear;hardware_porting;model_support;moe;quantization;sampling_logits;scheduler_memory;speculative_decoding,"SamplingParams(n=1, presence_penalty=0.0, frequence_penalty=0.0, repetition_penalty=1.0, temperature=0.6, top_p=0.95, top_k=20, min_p=0.0, seed=None, stop=[], stop_token_ids=[], bad_words=[], thinking_token_budget=None, include_stop_str_in_output=False, ignor...",cases/44xxx/44006-bug-structured-outputs-speculative-decoding-vllm-enforce-strict-tool-c.md
4772,[Bug]: Unexpected Special Tokens in prompt_logprobs Output for Llama3 Prompt,https://github.com/vllm-project/vllm/issues/4772,14,kernel_autotune_reduction;kv_identity_concurrency;verification_contract,5,#6223,attention_kv_cache;ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;sampling_logits;speculative_decoding,"ed('/data/pretrain/meta-llama/Meta-Llama-3-8B-Instruct') sampling_params = SamplingParams(temperature=0,max_tokens=1,logprobs=None,prompt_logprobs=1) llm.set_tokenizer(tokenizer) q3_input = "" system \n\nYou are a helpful and meticulous assistant.\n\nYou are p...",cases/04xxx/4772-bug-unexpected-special-tokens-in-prompt-logprobs-output-for-llama3-pro.md
4959,"[FastAPI related] Built an API, ended into torch.cuda.OutOfMemoryError: CUDA out of memory",https://github.com/vllm-project/vllm/issues/4959,14,quant_dtype_semantics;verification_contract;backend_specific_drift,1,,ci_build;frontend_api;model_support;quantization;sampling_logits,";quantization;sampling_logits uantization=""gptq_marlin"", dtype=torch.float16, # Use mixed precision enforce_eager=True, # Enforce eager mode to avoid CUDA graphs gpu_memory_utilization=0.8 # Adjusted number of CPU blocks ) # Initialize conversation... [FastAP...",cases/04xxx/4959-fastapi-related-built-an-api-ended-into-torch-cuda-outofmemoryerror-cu.md
7268,[Bug]: model loading failed for some Llama3.1 GGUF model,https://github.com/vllm-project/vllm/issues/7268,14,kernel_autotune_reduction;quant_dtype_semantics;backend_specific_drift,0,#5191;#7269,attention_kv_cache;ci_build;frontend_api;model_support;quantization;sampling_logits,"r prompt in prompts ] # Create a sampling params object. sampling_params = SamplingParams(temperature=0, max_tokens=128) # Create an LLM. llm = LLM(model=model_path, max_model_len=4096) outputs = llm.generate(prompts, sampling_params) # Print the outputs. for...",cases/07xxx/7268-bug-model-loading-failed-for-some-llama3-1-gguf-model.md
